,Bassin_emploi,Compagny,Contrat,Date,Date_scrap,Location,Poste,Resume,Salary,_id
2682,Ile-de-France,Aura Finance -,Stage,,"12/03/2019, 09:10:14",rignac,Dev,"Freelance / IndépendantMissions et responsabilitésProche de vos clients, vous les informez, les conseillez, les accompagnez et négociez pour eux. Grâce à vos connaissances des spécificités bancaires en matière de prêt immobilier, vous êtes en mesure de proposer la meilleure solution de financement à vos clients. Vous démarchez des apporteurs d’affaires (agents immobilier, constructeurs de maisons individuelles, notaires, CGP…) pour vous constituer un réseau solide. Vous fidélisez vos clients grâce à votre conseil et à la qualité des services et des partenariats bancaires proposés par Aura Finance.Historique et chiffresAura Finance a été créée en 2008 avec l'ambition d'accompagner les courtiers indépendants.Actuel leader sur la Gironde, nous sommes un cabinet indépendant avec l’ambition de vous offrir les meilleurs outils et conditions d’accueil.Nos 3 sites Lormont (250m²), Mérignac (250m²) et Bordeaux centre (300m²) sont des tiers lieux - C'est à la fois le travail et la maison - Venez voir!!Notre équipe pour vous accueillir: - 22 courtiers indépendants ayant entre 2 et 13 ans d'activité - Moyenne de 5 ans d'activité- 1 comptable / RH- 1 responsable assurance- 1 responsable regroupement- 1 responsable prêt professionnel- 1 analyste dossier et formateur- 1 ingénieur informatique- 4 assistant(e)s- 2 gérants qui se battent pour faire passer vos dossiers en banqueNos convictions: Vous accompagnez, vous donner les outils et les moyens d'y arriver mais surtout de vous faire aimer ce métier sur les 10 prochaines années.Pour nous l'indépendance c'est la liberté. Nous sommes engagés et nous sommes membres fondateur du 1er réseau d'indépendant National du courtage en France « J'aime Mon courtier ».Secteur d'activitéSecteur d'activité de la finance (vous êtes mandataire en opération bancaire et service de paiement)Secteur du conseil (vous êtes un intermédiaire entre le client et la banque, vous travaillez dans l'intérêt du client et avec en respectant les exigences de complétude et de conformité de la banque)Secteur de l'immobilier ( vous animez un réseau d'apporteurs d'affaires d'agents immobiliers, CGP, professions libérales)Expérience, formation et compétences souhaitéesVous avez une expérience qui vous a appris à construire et à animer un réseau d'apporteur d'affaires. C'est aujourd'hui la principale clef pour percer dans le métier.Vous avez une expérience dans les métiers de la finance, de l'immobilier ou du commerceVous souhaitez ou vous êtes déjà indépendant.Rejoignez-nous!!Nos partenariats bancairesVenez profitez des meilleures grilles de taux, de process plus rapides et d'une attention particulière de vos dossiers grâce à nos accords spécifiques avecCrédit Agricole, la Caisse d’Epargne, le Crédit Mutuel, la Banque Postale, la BNP, le LCL, Banque Populaire, le CIC, le Crédit Maritime, la banque Palatine, Axa banque, la banque courtois…Bénéficiez des autres métiers d'Aura Finance pour accompagner vos clients et devenez apporteur d'affaire en interneAura Assurance: Nous avons une personne dédiée qui prend en charge la relation complète de vos clients pour monter le dossier d’assurance.Aura Solutions: Nous avons un service intégré pour restructurer les dettes de vos clients afin de vous offrir des solutions pour le montage de votre dossier de prêt immobilier.Aura Pro: Ne perdez plus de clients professionnels. Nous pouvons les accompagner pour la création de fonds de commerce, l’achat de murs commerciaux, leurs besoins en matériel.Aura Patrimoine: Votre client souhaite défiscaliser ou placer de l’argent en assurance vie ! Nous avons des solutions pour vous et pour lui.Nos services : Back Office : Nos 4 assistantes suivront toute la partie administrative de vos dossiers. Leurs missions : la complétude du dossier, l’envoi, le suivi en banque et la facturation.Formation / Banque : Chaque dossier est analysé conjointement avec notre analyste crédit qui pourra ainsi vous former sur le montage de vos dossier, vos notes de synthèses, la pertinence de vos présentations en banque. Vous n'êtes pas seul et vous pouvez échangerMarketing: Vos clients et vos apporteurs sont animés tout au long de leur parcours par des actions automatisées qui entretiennent le lien avec vous.Informatique : 3 applications dédiées à votre métier et directement reliées à votre outil de montage de dossier Cifacil vous sont proposées :L’application client : suivi en temps réel de son dossier en ligne, simulateurs, conseils…L’application prospection : suivi vos apporteurs d’affaire, géolocalisation des apporteurs et suivi de leurs dossiers, gestion des conventions apporteurs.L’application et l’extranet apporteur : Envoi et suivi de clients, simulateurs...Divers : Signature électronique de nos mandats et nos conventions, logiciel Alto/Cifacil, suite Office 365, Intranet, Business Intelligence, tableaux de bords personnalisés pour suivre, comparer et améliorer vos performancesChez Aura vous pouvez révéler tout votre potentiel!!Type d'emploi : Freelance / IndépendantSalaire : 2 500,00€ à 8 000,00€ /moisExpérience:Conseil: 2 ans (Souhaité)Développement commercial: 2 ans (Souhaité)Services financiers: 2 ans (Souhaité)Formation:Bac +3 (Licence / Bachelor) (Requis)Certificats et autres accréditations:IOBSP (Souhaité)",,5c87696662669d0f84099dbc
2683,nantes,SOPRA STERIA,CDI,11/03/2019,"12/03/2019, 09:10:15",nantes,Data Engineer,"Sopra Steria, fort de près de 42 000 collaborateurs dans plus de 20 pays, propose l'un des portefeuilles d'offres les plus complets du marché : conseil, intégration de systèmes, édition de solutions métier, infrastructure management et business process services. En forte croissance, le Groupe accueillera 3 100 talents en 2018 en France pour participer à ses projets d'envergure sur l'ensemble de ses métiers. Vous aussi, rejoignez-nous et participez au monde numérique de demain ! Les agences de Nantes accompagnent des clients grands comptes sur des projets d'envergure dans les domaines du Secteur Public, de la Banque, de la Santé, de la Défense, de l'Energie et du Transport.

Premier recruteur du numérique dans la région, Sopra Steria intervient sur des projets en Conseil, Intégration de Systèmes, Big Data, Mobilité et Nouvelles Technologies. Vous êtes en recherche d'une nouvelle aventure dans un environnement de travail stimulant ? Les technologies Microsoft n'ont plus de secret pour vous ? Alors venez exprimer vostalents chez nous !

Votre environnement de travail Vous intégrez une équipe (Développeurs, Business Analyst, Leader Technique) sous la supervision d'un Chef de projet vous interviendrez sur l'ensemble des phases de réalisation du projet. Vous serez en charge de : - La rédaction des spécifications fonctionnelles détaillées et des spécifications techniques - La participation, avec les architectes, au design et à la conception des solutions à livrer - Le prototypage et le développement des applicatifs (C#, WPF ou ASP.NET, Visual Studio) - La réalisation des tests unitaires, fonctionnelles et d'intégration - L'accompagnement client dans le traitement des anomalies et des optimisations du projet Ce que vous pouvez attendre de nous ! - Un contexte dans lequel vous révélerez votre potentiel ! - Une montée en compétences et une évolution de carrière dont vous êtes le principal acteur - Un environnement de travail dynamique et enrichissant - Une volonté de se tourner vers l'avenir et de toujours plus innover avec vous Proactif(ve), vous aimez participer à la vie des projets, partager vos connaissances et en acquérir davantage.

Diplômé(e) d'un BAC+5 en informatique, vous possédez une première expérience dans le développement et connaissez l'une ou plusieurs de ces technologies : C#, Net 4.5, C#, SOA,... N'oubliez pas de faire référence a StepStone dans votre candidature",,5c87696762669d0f84099dbd
2684,toulouse,ACTION SSI.COM,CDI,05/03/2019,"12/03/2019, 09:10:16",toulouse,Dev,,,5c87696862669d0f84099dbe
2685,Ile-de-France,Alter Solutions,CDI,,"12/03/2019, 09:10:17",paris,Dev,"45 000 € - 60 000 € par anCDIPoste

Au sein de la DSI d’un de nos clients, grand compte sur le secteur de l’énergie, vous serez intégré dans des équipes projets de 5-6 développeurs (sur une population totale de 50 développeurs) en mode Agile, sur des sprints de 15 jours, travaillant tant sur des features métiers que sur la mise en place du prochain produit Digital.

En tant que lead développeur, vous devrez :
Superviser les sprints en contrôlant la bonne progression des développements, en participant activement à la ligne directrice ;
Accompagner les développeurs, résoudre les problèmes, les faire monter en compétences ;
Être le réfèrent en matière de code sur son/ses équipes, mettre en place de bonnes pratiques en accord avec son responsable, et vérifier les actions menées par son équipe ;
Se charger du codage de parties spécifiques du programme ;
S’assurer de la qualité du code grâce a des outils d’analyse et de code automatique ;
Garantir le respect des engagements pris en début de sprint et/ou en fonction des calendriers business ;

Profil

Nous recrutons pour notre Business Line Digital des profils à fort potentiel qui seront amenés à monter en compétences sur nos projets clients.

Quel profil pour nos équipes :
Vous êtes issu(e) d’une formation Bac+5 en informatique ou généraliste avec une spécialisation en développement logiciel (Ecole d’ingénieur, Université ou équivalent …)
Vous avez une appétence forte pour le développement de produits innovants
Vous êtes organisé et disposez de capacités d’analyse et de synthèse éprouvées

Quelles compétences/connaissances pour ce poste :
Méthodologies de pilotage projet
Connaissances techniques
Architectures techniques
Animation d’équipe

Disponibilité : Le poste est à pourvoir ASAP

Lieu de travail : Paris

Fourchette salariale en K€ : 45k€ et 60k€",52500.0,5c87696962669d0f84099dbf
2686,toulouse,Rockwell Automation,CDI,10/02/2019,"12/03/2019, 09:10:17",toulouse,Data Engineer,,,5c87696962669d0f84099dc0
2687,lyon,Cat-Amania,CDI,10/02/2019,"12/03/2019, 09:10:18",lyon,Data Engineer,,,5c87696a62669d0f84099dc1
2688,toulouse,SCLE SFE,CDI,10/02/2019,"12/03/2019, 09:10:18",toulouse,Data Engineer,,,5c87696a62669d0f84099dc2
2689,Ile-de-France,Navya,CDI,10/02/2019,"12/03/2019, 09:10:19",villeurbanne,Dev,,,5c87696b62669d0f84099dc3
2690,toulouse,Clickncom,CDI,10/02/2019,"12/03/2019, 09:10:19",toulouse,Dev,,,5c87696b62669d0f84099dc4
2691,Ile-de-France,KONCEPT,CDI,10/02/2019,"12/03/2019, 09:10:20",agne,Dev,,,5c87696c62669d0f84099dc5
2692,Ile-de-France,Cojecom,CDI,10/02/2019,"12/03/2019, 09:10:20",villeurbanne,Dev,,31500.0,5c87696c62669d0f84099dc6
2693,Ile-de-France,Fed IT,CDI,,"12/03/2019, 09:10:20",Hauts-de-Seine 92,Data Scientist,"60 000 € - 65 000 € par anFed IT, cabinet de recrutement spécialisé en informatique, recrute pour un grand groupe de distribution un(e) Data Scientist en CDI dans un contexte de transformation digitale de la structure.

Au sein du pôle Data, vos missions sont :

Prendre en charge la définition de la roadmap d'acquisition et d'utilisation des données afin de créer des expériences consommateurs personnalisées.
Travailler étroitement avec les équipes juridiques et informatiques pour garantir le respect des normes de gouvernance des données consommateurs (RGPD).
Vous prenez en charge la mise en place de la DMP (Data Management Platform) et vous assurez également tenu d'identifier les évolutions à mener.
Vous travaillez également avec les équipes marketing et les équipes support pour définir la stratégie d'acquisition des sources de données. Vous créez les audiences pour développer les campagnes marketing.
Vous établissez des recommandations grâce à vos analyses pour améliorer les performances des campagnes, en travaillant en tandem avec le data miner.
Vous êtes directement concerné(e) par les questions de conformité avec le RGPD et analysez les différentes réglementations avec les équipes juridiques.

Fort(e) d'au moins 5 ans d'expérience comme data scientist, vous avez déjà travaillé sur une DMP et justifiez d'une formation idéalement de type ingénieur.

Vous avez une bonne connaissance d'Adobe Analytics et de Google Analytics et une excellente compréhension des différentes données consommateurs et de leur utilisation au niveau marketing.

La protection des données et les questions RGPD font partie de votre quotidien et vous disposez de connaissances solides sur le sujet.

De nature curieuse, vous aimez être en contacte avec un grand nombre d'interlocuteur et avez un très bon esprit d'analyse.

L'anglais courant est nécessaire pour ce poste.

Le poste est suivi par Thomas Carlier, manager Fed IT. Vous pouvez le contacter à : idtc@fedit.fr.
Process : 1 entretien Fed IT et 1 entretien directement chez Unilever.",62500.0,5c87696c62669d0f84099dc7
2694,Ile-de-France,Orange,CDI,10/02/2019,"12/03/2019, 09:10:21",blagnac,Dev,,,5c87696d62669d0f84099dc8
2695,Ile-de-France,Akanea Développement,CDI,10/02/2019,"12/03/2019, 09:10:21",limonest,Dev,,,5c87696d62669d0f84099dc9
2696,toulouse,FAT & Associés,CDI,10/02/2019,"12/03/2019, 09:10:22",toulouse,Dev,,,5c87696e62669d0f84099dca
2697,Ile-de-France,TALENTISSIM,CDI,10/02/2019,"12/03/2019, 09:10:22",er,Dev,,30000.0,5c87696e62669d0f84099dcb
2698,Ile-de-France,SpeedMedia Services,CDI,08/03/2019,"12/03/2019, 09:10:23",villeurbanne,Dev,,,5c87696f62669d0f84099dcc
2699,toulouse,GTD INTERNATIONAL,CDI,10/02/2019,"12/03/2019, 09:10:23",toulouse,Dev,,34000.0,5c87696f62669d0f84099dcd
2700,Ile-de-France,BNP Paribas,CDI,10/02/2019,"12/03/2019, 09:10:24",paris,Data Scientist,,,5c87697062669d0f84099dce
2701,Ile-de-France,Exo Partners,CDI,10/02/2019,"12/03/2019, 09:10:24",bains,Dev,,32500.0,5c87697162669d0f84099dcf
2702,toulouse,Infomil,CDI,10/02/2019,"12/03/2019, 09:10:25",toulouse,Data Engineer,,,5c87697162669d0f84099dd0
2703,lyon,Everwin,CDI,10/02/2019,"12/03/2019, 09:10:26",lyon,Dev,,,5c87697262669d0f84099dd1
2704,Ile-de-France,Criteo,CDI,10/02/2019,"12/03/2019, 09:10:26",paris,Data Analyst,,,5c87697262669d0f84099dd2
2705,toulouse,SOASY,CDI,10/02/2019,"12/03/2019, 09:10:26",toulouse,Dev,,,5c87697262669d0f84099dd3
2706,lyon,TESSI Documents Services,CDI,08/03/2019,"12/03/2019, 09:10:27",lyon,Dev,,,5c87697362669d0f84099dd4
2707,Ile-de-France,Criteo,CDI,11/03/2019,"12/03/2019, 09:10:27",paris,Data Analyst,,,5c87697362669d0f84099dd5
2708,Ile-de-France,DATAFIRST,CDI,11/03/2019,"12/03/2019, 09:10:28",e,Dev,,,5c87697462669d0f84099dd6
2709,Ile-de-France,NATIXIS,CDI,10/02/2019,"12/03/2019, 09:10:28",paris,Dev,,,5c87697462669d0f84099dd7
2710,Ile-de-France,Criteo,CDI,11/03/2019,"12/03/2019, 09:10:29",paris,Data Analyst,,,5c87697562669d0f84099dd8
2711,Ile-de-France,Mereo,CDI,10/02/2019,"12/03/2019, 09:10:30",e,Dev,,9600,5c87697662669d0f84099dd9
2712,Ile-de-France,AT Internet,CDI,10/02/2019,"12/03/2019, 09:10:30",rignac,Dev,,,5c87697662669d0f84099dda
2713,Ile-de-France,COPY-TOP,CDI,10/02/2019,"12/03/2019, 09:10:31",paris,Dev,,33000.0,5c87697762669d0f84099ddb
2714,bordeaux,COMPAGNIE FIDUCIAIRE,CDI,10/02/2019,"12/03/2019, 09:10:32",bordeaux,Dev,,,5c87697862669d0f84099ddc
2715,Ile-de-France,Globalis,CDI,09/03/2019,"12/03/2019, 09:10:32",e,Dev,,,5c87697862669d0f84099ddd
2716,bordeaux,NEO SOFT,CDI,10/02/2019,"12/03/2019, 09:10:33",bordeaux,Data Engineer,,,5c87697962669d0f84099dde
2717,Ile-de-France,Jobtruster,CDI,09/03/2019,"12/03/2019, 09:10:33",paris,Dev,,,5c87697962669d0f84099ddf
2718,bordeaux,Displayce,CDI,10/02/2019,"12/03/2019, 09:10:34",bordeaux,Dev,,,5c87697a62669d0f84099de0
2719,Ile-de-France,Nexton Consulting FR,CDI,08/03/2019,"12/03/2019, 09:10:35",paris,Dev,,,5c87697b62669d0f84099de1
2720,bordeaux,CGI,CDI,,"12/03/2019, 09:10:35",bordeaux,Dev,,,5c87697b62669d0f84099de2
2721,bordeaux,Actiplay,CDI,10/02/2019,"12/03/2019, 09:10:36",bordeaux,Dev,,,5c87697c62669d0f84099de3
2722,bordeaux,Betclic Group,CDI,10/02/2019,"12/03/2019, 09:10:36",bordeaux,Dev,,,5c87697c62669d0f84099de4
2723,lyon,FED IT,CDI,,"12/03/2019, 09:10:37",lyon,Dev,"30 000 € - 36 000 € par anFed IT, un cabinet de recrutement spécialisé sur les métiers de l'informatique et du digital. Ici, pas de SSII/ESN, placements en directs chez les clients finaux !

Nous recherchons pour l'un de nos clients, entreprise spécialisée dans la vente de matériel informatique et les services associés (maintenance, cloud, hébergement, messagerie, sécurité, sauvegarde, impression, software), basée à Lyon, un Développeur .NET C# (H/F).
Rattaché au Responsable SI, votre mission est de développer les outils métier de l'entreprise.

Vous êtes en charge de :

L'analyse des besoins
Le développement pour l'intégration de Dynamics CRM
Le respect des bonnes pratiques de codage
Les tests et la validation des fonctionnalités développées
La formation utilisateurs
La migration et la mise à niveau de Dynamics CRM.

Issu d'une formation en programmation, vous possédez les connaissances et/ou de l'expérience en ce qui concerne l'une des technologies suivantes :

C# / .NET MVC
Angular
Xamarin

Une expérience de développement pour l'intégration de Dynamics CRM est un plus.

Votre écoute, votre sens du service client et vos capacités d'analyses assurent à vos interlocuteurs le sérieux et la qualité du conseil. Votre adaptabilité et votre réactivité assurent à vos interlocuteurs une écoute attentive et un sens du service client apprécié. Votre personnalité intègre un vrai charisme et une capacité à évoluer durablement.",33000.0,5c87697d62669d0f84099de5
